test_date,address_full,lead_ppb,copper_ppb
2016-01-07 15:18:09,"1201 N GRAND TRAVERSE,FLINT,",9,5430
2015-12-29 15:13:44,"1201 N GRAND TRAVERSE O,FLINT,",9,930
2016-01-27 13:10:28,"4110 CIRCLE DR,FLINT,48507",9,540
2016-02-13 12:24:23,"1252 LAVENDER AVE,FLINT,",9,470
2016-02-15 12:19:15,"2610 M L KING AVE,FLINT,48505",9,410
2016-01-27 13:02:55,"4212 TRUMBULL,FLINT,",9,340
2016-01-27 13:06:55,"3900 HAMMERBERG RD OFC 340,FLINT,48507",9,330
2016-01-20 13:05:48,"1718 NEBRASKA AVE,FLINT,48506",9,280
2016-02-09 14:09:24,"3124 EMERSON ST,FLINT,48504",9,250
2015-10-26 15:42:15,"1421 UNIVERSITY AVE,FLINT,48504",9,250
2016-02-06 11:39:08,"117 OLIVER ST,FLINT,48503",9,240
2016-02-02 13:28:09,"2536 TYRONE ST,FLINT,48504",9,230
2016-01-22 12:55:49,"3131 PROSPECT ST,FLINT,48504",9,230
2016-02-13 12:29:06,"901 GARLAND ST,FLINT,48503",9,220
2016-01-28 13:37:54,"1914 WEST STEWART AVE,FLINT,48504",9,220
2016-02-03 14:23:48,"1020 ALVARD AVE,FLINT,48507",9,210
2016-01-31 13:06:39,"721 HALL,FLINT,48503",9,210
2016-01-26 12:22:04,"929 SCOTT,FLINT,48503",9,210
2015-12-29 15:13:16,"1201 N GRAND TRAVERSE,FLINT,48503",9,210
2016-01-21 13:37:17,"2644 CLIO RD,FLINT,48504",9,200
2016-02-05 13:34:45,"2242 IROQUOIS AVE,FLINT,48503",9,180
2016-02-04 13:18:56,"3721 TRUMBULL AVE,FLINT,",9,180
2016-01-28 13:37:37,"1411 CALUMET,FLINT,48503",9,170
2016-01-27 13:56:34,"620 THAYER ST,FLINT,48503",9,170
2016-01-25 13:02:18,"3402 WESTWOOD PKWY,FLINT,48503",9,170
2016-01-23 12:02:50,"2115 CARTIER,FLINT,48504",9,170
2015-10-02 09:55:11,"927 KENSINGTON AVE,FLINT,48503",9,170
2016-02-13 12:24:31,"1652 INDIANA AVENUE,FLINT,48506",9,160
2016-02-08 13:08:40,"312 COVERT ST,FLINT,48503",9,160
2016-02-03 13:42:29,"1202 SAN JUAN DR,FLINT,",9,160
2016-01-25 13:07:39,"2547 NORBERT ST,FLINT,48504",9,160
2015-12-18 15:08:04,"415 W 2ND STREET,FLINT,",9,150
2016-02-13 12:29:14,"4109 TRUMBULL AVENUE,FLINT,48504",9,140
2016-02-13 12:25:19,"611 WEST WITHERBEE STREET,FLINT,48503",9,130
2016-02-11 13:20:06,"3802 BENNETT,FLINT,",9,130
2016-02-08 13:08:08,"1201 WOODSLEA DRIVE,FLINT,48507",9,130
2016-01-31 13:06:31,"1855 GILMARTIIN ST,FLINT,48503",9,130
2016-02-03 14:23:37,"1626 WALDMAN AVE,FLINT,48507",9,120
2016-02-02 13:19:02,"1514 LINCOLN AVE,FLINT,48507",9,120
2016-01-31 12:38:18,"2027 BROOKSIDE DR,FLINT,48503",9,120
2016-01-21 15:30:00,"1008 WOODSIDE DR,FLINT,48503",9,120
2016-02-09 13:43:25,"1910 S AVERILL,FLINT,48503",9,110
2016-02-03 13:36:33,"544 BURROUGHS AVE,FLINT,48507",9,110
2016-01-22 12:55:55,"2102 HILLS ST,FLINT,48503",9,110
2016-02-12 13:01:17,"6413 KAREN DRIVE,FLINT,48504",9,100
2016-02-02 13:19:37,"2516 NOLEN DRIVE,FLINT,48504",9,100
2016-01-25 13:50:20,"339 FERNDALE PL,FLINT,48503",9,100
2016-02-12 13:10:49,"3800 RICHFIELD ROAD #105,FLINT,48506",9,90
2016-02-04 13:46:29,"4413 CHEYENNE AVE,FLINT,48507",9,90
2016-02-02 13:26:54,"1329 WASHINGTON,FLINT,48503",9,90
2016-01-26 12:19:13,"1814 BAYBERRY LN,FLINT,",9,90
2016-02-12 13:20:20,"1902 COLCHESTER RD,FLINT,48503",9,80
2016-02-10 14:28:26,"6405 BELLTREE LN,FLINT,48504",9,80
2016-02-04 13:19:04,"2709 MANSFIELD AVE,FLINT,48503",9,80
2016-02-03 13:36:22,"2625 BEGOLE ST,FLINT,48504",9,80
2016-02-02 13:27:29,"1510 N CHEVROLET AV,FLINT,48504",9,80
2016-02-02 13:20:53,"1226 CHURCH ST,FLINT,48502",9,80
2016-01-28 13:06:06,"814 DELL AVE,FLINT,48507",9,80
2016-01-22 12:37:57,"3601 DRACEY LANE,FLINT,48506",9,80
2016-01-07 15:17:34,"515 W WITHERBEE ST,FLINT,",9,80
2016-02-14 12:02:40,"1306 MAPLEWOOD AVE,FLINT,48506",9,70
2016-02-12 13:04:11,"3800 RICHFIELD ROAD 204,FLINT,48506",9,70
2016-02-03 13:38:59,"517 PAGE ST,FLINT,48505",9,70
2016-01-22 12:39:07,"2730 N CHEVROLET AVE,FLINT,***",9,70
2015-10-02 09:55:18,"1205 BLANCHARD,FLINT,48503",9,70
2016-02-05 13:33:30,"211 W KEARSLEY,FLINT,48502",9,60
2016-01-21 16:00:41,"3717 JOAL LN,FLINT,48506",9,60
2016-01-20 13:06:20,"1039 EDITH AVE,FLINT,48507",9,60
2016-01-28 13:39:31,"2701 BEGOLE ST,FLINT,48504",9,50
2016-01-26 13:47:19,"1829 WINDSOR LN,FLINT,48507",9,50
2016-01-26 12:19:14,"831 CORNEILIA ST,FLINT,48503",9,50
2016-02-15 12:49:49,"1806 MISSOURI AVE,FLINT,48506",9,0
2016-02-13 12:29:16,"1712 PENOYER CT,FLINT,48506",9,0
2016-02-13 12:25:36,"434 W 9TH AVE,FLINT,48503",9,0
2016-02-12 13:44:16,"1210 MANN AVE,FLINT,48503",9,0
2016-02-12 13:04:16,"3800 RICHFIELD ROAD 524,FLINT,48506",9,0
2016-02-11 13:18:53,"1208 ANN ARBOR,FLINT,",9,0
2016-02-10 14:41:51,"300 DELIA ST,FLINT,48505",9,0
2016-02-08 13:08:19,"901 COTTAGE GROVE AVE,FLINT,48504",9,0
2016-02-08 13:08:07,"228 WELCH BLVD,FLINT,48503",9,0
2016-02-07 11:45:26,"976 HUBBARD AVENUE,FLINT,48503",9,0
2016-02-05 13:05:06,"1735 KENTUCKY,FLINT,48506",9,0
2016-02-03 13:42:25,"2521 TYRONE ST,FLINT,48504",9,0
2016-02-03 13:40:25,"3621 PENBROOK LN APT 3,FLINT,48507",9,0
2016-02-01 13:24:09,"1713 WOLCOTT ST,FLINT,48504",9,0
2016-02-01 13:23:51,"821 DICKINSON ST,FLINT,48504",9,0
2016-01-29 12:44:44,"310 E GENESEE STREET,FLINT,48505",9,0
2016-01-28 13:07:26,"2016 GILMARTIN ST,FLINT,48503",9,0
2016-01-28 13:03:20,"2826 LAPEER RD,,48503",9,0
2016-01-27 13:14:24,"601 WELLER ST,FLINT,48504",9,0
2016-01-26 13:47:23,"4626 MILTON DR,FLINT,48507",9,0
2016-01-25 13:48:39,"1615 DURAND ST,FLINT,",9,0
2016-01-25 13:02:48,"630 W. KEARSLEY ST,FLINT,48503",9,0
2016-01-23 12:03:20,"1806 OKLAHOMA AVE,FLINT,48506",9,0
2016-01-23 12:02:01,"2909 REYNOLDS ST,FLINT,48503",9,0
2016-01-21 16:21:21,"2058 CARTIER STREET,FLINT,48504",9,0
2016-01-21 16:00:35,"1233 WASHINGTON AVE,FLINT,48503",9,0
2016-01-19 16:30:53,"2422 N VERNON AVE,FLINT,48506",9,0
2016-01-15 11:02:10,"1846 BARKS ST,FLINT,48503",9,0
2015-12-10 15:08:46,"2013 E COURT ST,FLINT,48503",9,0
2015-11-24 15:03:14,"318 BUCKINGHAM #4,FLINT,48507",9,0
2015-10-08 16:01:24,"3917 RED ARROW RD,FLINT,48507",9,0
2015-10-08 16:01:00,"1808 CRESTBROOK,FLINT,",9,0
2015-10-06 12:07:31,"1401 S DORT HWY #3,FLINT,48503",8,1110
2015-11-24 15:03:34,"2630 PARKSIDE DR,FLINT,",8,790
2016-02-02 14:03:09,"2630 PARKSIDE DR,FLINT,48503",8,450
2016-01-27 13:57:25,"614 SOUTH LYNCH ST,FLINT,48503",8,430
2016-02-02 13:22:29,"1706 LEVERN STREET,FLINT,48506",8,390
2016-01-28 13:04:29,"2716 PARKSIDE DR,FLINT,48503",8,370
2015-10-20 15:06:51,"2630 WESTWOOD PKY,FLINT,48503",8,360
2016-02-12 13:05:10,"1813 ROCKCREEK LN,FLINT,48507",8,340
2016-02-01 13:24:33,"1114 BRABYN AVE,FLINT,48503",8,320
2016-01-26 12:26:39,"2509 E. SECOND STREET,FLINT,48503",8,320
2016-02-15 12:20:20,"2101 STEDRON ST APT #129,FLINT,48504",8,300
2016-02-06 11:39:43,"2724 SAGINAW,FLINT,",8,300
2015-12-29 15:14:12,"2610 ML KING AVE,FLINT,",8,230
2016-01-27 13:14:45,"215 W 10TH ST,FLINT,48503",8,210
2016-01-15 10:58:57,"1902 FOREST HILL,,",8,210
2016-02-11 13:19:45,"813 FREMONT STREET,FLINT,48504",8,190
2016-02-05 13:03:55,"1809 DELAWARE AVE,FLINT,",8,190
2016-02-02 14:02:03,"5591 MAPLE PARK DR,FLINT,48507",8,190
2016-01-28 13:39:24,"3419 ROBIN ST,FLINT,48505",8,190
2016-01-21 15:33:00,"120 EAST MARENGO AVE,FLINT,48505",8,190
2016-02-10 14:12:45,"615 FRANK ST,FLINT,",8,180
2016-02-04 13:14:42,"3110 WESTWOOD PKWY,FLINT,",8,180
2016-02-10 14:29:14,"1466 W GENESEE AVE,FLINT,48505",8,170
2016-02-10 14:11:53,"1826 DAKOTA,FLINT,48506",8,170
2016-01-21 16:13:24,"1417 NEUBERT AVE,FLINT,48507-1528",8,170
2015-12-29 15:14:11,"2610 ML KING AVE,FLINT,48505",8,160
2016-02-12 13:11:19,"2901 MACKIN RD,FLINT,48504",8,150
2016-02-02 14:02:38,"801 DELL AVE,FLINT,48507",8,150
2016-02-01 13:24:44,"4709 CRESTBROOK LA,FLINT,48507",8,150
2015-12-18 15:08:09,"119 GRACE ST,FLINT,48503",8,150
2015-09-29 13:22:13,"841 DICKINSON ST,FLINT,48504",8,150
2016-02-11 13:20:20,"210 WELCH BLVD,FLINT,48503",8,140
2016-02-08 13:07:44,"1810 W HOME AVE,FLINT,48504",8,140
2016-02-02 13:19:58,"1613 LIPPENCOTT BLVD,FLINT,48503",8,140
2016-01-29 13:02:39,"1021 N CHEVROLET AVE,FLINT,48504",8,140
2016-01-21 13:36:15,"2714 STEVENSON ST,FLINT,48504",8,140
2016-01-20 13:07:19,"2601 BROWNELL BLVD,FLINT,48504",8,140
2016-02-02 14:02:29,"3601 PENBROOK LN APT #8,FLINT,48507",8,130
2016-02-02 13:30:48,"2952 NATHAN AVE,FLINT,48506",8,130
2016-02-02 13:22:27,"1843 BARKS ST,FLINT,48503",8,130
2015-12-29 15:13:18,"1201 N GRAND TRAVERSE,FLINT,48503",8,130
2016-02-06 11:42:50,"3810 LYNN CT,FLINT,48503",8,120
2016-01-26 12:19:44,"4705 CRESTBROOK LANE,FLINT,48507",8,120
2016-01-25 12:58:45,"720 PETTIBONE AVE,FLINT,48507",8,120
2016-01-21 13:36:54,"1305 CAMPBELL,FLINT,",8,120
2016-01-26 12:24:19,"3402 DEARHORN AVE,FLINT,48507",8,110
2016-01-25 12:59:52,"919 W HAMILTON AVE,FLINT,48504",8,110
2016-01-21 16:01:20,"1014 WOODSIDE DR,FLINT,48503",8,110
2016-01-21 13:34:00,"4002 GREENBROOK LANE,FLINT,48507",8,110
2016-02-09 14:10:36,"4218 CUSTER AVE,FLINT,48507",8,100
2016-02-06 11:43:23,"3191 DEVONSHIRE STREET,FLINT,48504",8,100
2016-02-04 13:47:24,"202 E FOSS,FLINT,48505",8,100
2016-02-02 14:02:40,"611 WEST WITHERBEE ST,FLINT,48503",8,100
2016-01-29 12:43:46,"2702 BROWNELL,FLINT,",8,100
2016-01-25 13:49:39,"3301 STARKWEATHER ST,FLINT,48506",8,100
2016-01-25 13:02:00,"2307 RADCLIFFE AVE,FLINT,48503",8,100
2016-01-24 12:08:52,"3762 SHERWOOD RD,FLINT,48503",8,100
2016-01-22 12:35:28,"4414 CLOVERLAWN,FLINT,48504",8,100
2016-02-13 12:25:26,"611 WEST WITHERBEE STREET,FLINT,48503",8,90
2016-01-25 13:49:38,"4021 MILBOURNE AVE,FLINT,48504",8,90
2016-01-21 16:13:16,"2702 HILLCREST AVE,FLINT,48507",8,90
2016-01-19 16:18:24,"3021 WESTWOOD PARKWAY,FLINT,48503",8,90
2015-12-18 15:07:49,"1201 ALVORD AVE,FLINT,48507",8,90
2016-02-05 13:34:38,"3537 YALE ST,FLINT,48503",8,80
2016-02-03 14:23:53,"213 TOBEAR #2,FLINT,48503",8,80
2016-01-24 12:08:30,"1929 MILLER RD,FLINT,48503",8,80
2016-01-22 12:34:51,"1632 MASON ST,FLINT,48503",8,80
2016-01-21 13:43:40,"2314 MOUNTAIN AVE,FLINT,48503",8,80
2016-01-07 15:17:03,"616 E ATHERTON,FLINT,",8,80
2015-10-08 16:00:54,"333 BEDE ST,FLINT,48507",8,80
2016-02-15 12:49:58,"1038 E LORADO AVE,FLINT,48505",8,70
2016-02-12 13:01:24,"708 SUNCREST DRIVE,FLINT,48504",8,70
2016-02-08 13:05:21,"2421 ADAIR ST,,48506",8,70
2016-02-05 13:06:23,"3323 DEARBORN AVE,FLINT,48507",8,70
2016-02-04 13:23:34,"2528 WINOUA STREET,FLINT,48504",8,70
2016-01-26 13:46:36,"1006 S FRANKLIN AVE,FLINT,48503",8,70
2016-01-21 16:20:40,"3214 AAVERILL AVE,FLINT,48506",8,70
2016-01-21 15:34:00,"3422 BROWN ST,FLINT,48503",8,70
2016-01-21 13:40:40,"502 DOUGHERTY PL,FLINT,48504",8,70
2015-10-08 16:00:59,"3013 CHICAGO BLVD,FLINT,48503",8,70
2016-02-08 13:07:42,"430 E RUTH AVE,FLINT,",8,60
2016-02-05 13:33:56,"2612 MISSOURI AVE,FLINT,48507",8,60
2016-02-04 13:46:49,"2120 COPEMAN BLVD,FLINT,48504",8,60
2016-02-03 13:42:14,"1021 BARLOW AVE,FLINT,",8,60
2016-02-03 13:37:31,"830 E NINTH ST,FLINT,48503",8,60
2016-01-23 11:57:12,"1630 WYOMING AVE,FLINT,48506",8,60
2016-01-23 11:57:00,"3527 WYOMING AVE,FLINT,48506",8,60
2016-01-21 16:21:39,"814 ALVORZ AVE,FLINT,48507",8,60
2016-01-21 15:30:00,"416 MARQUETTE ST,FLINT,48504",8,60
2015-10-08 16:00:33,"839 W ALMA,FLINT,48505",8,60
2016-02-10 14:28:53,"1134 S FRANKLIN AVE,FLINT,48503",8,50
2016-02-08 13:08:14,"1602 BROOKWOOD,FLINT,48503",8,50
2016-02-07 11:45:14,"3505 BENNETT AVENUE,FLINT,48506",8,50
2016-02-12 13:20:33,"1138 KENSINGTON AVE,FLINT,48503",8,0
2016-02-12 13:11:15,"2405 FRANCIS AVE,FLINT,48505",8,0
2016-02-11 13:19:26,"3413 GRATIOT AVE,FLINT,48503",8,0
2016-02-11 13:19:25,"636 PETTIBONE,FLINT,48507",8,0
2016-02-10 14:41:55,"3840 GLOUCESTER STREET,FLINT,48503",8,0
2016-02-10 14:14:11,"2104 FENTON RD,FLINT,48507",8,0
2016-02-09 14:11:02,"964 DARLING ST,FLINT,48532",8,0
2016-02-09 14:09:10,"1061 E ALMA AVE,FLINT,48505",8,0
2016-02-09 13:43:09,"2110 ML KING AVE,FLINT,48503",8,0
2016-02-06 11:38:00,"3523 N CENTER RD,FLINT,48506",8,0
2016-02-05 13:34:40,"401 E GENESEE ST,FLINT,48505",8,0
2016-02-05 13:32:56,"2042 WINANS,FLINT,48503",8,0
2016-02-05 13:06:43,"3202 CHURCHILL AVE,FLINT,48506",8,0
2016-02-04 13:17:40,"1565 N CHEVROLET AVE,FLINT,48504",8,0
2016-02-04 13:16:04,"765 E HAMILTON AVE,FLINT,48505",8,0
2016-02-03 13:42:16,"1634 OKLAHOMA AVE,FLINT,",8,0
2016-02-03 13:38:57,"1961 MILLER RD,FLINT,48503",8,0
2016-02-03 13:38:38,"2323 SANTA BARBARA DR,FLINT,48504",8,0
2016-02-03 13:38:02,"506 E FLINT PARK BLVD,FLINT,",8,0
2016-02-03 13:35:26,"921 ADDISON ST #1,FLINT,48505",8,0
2016-02-02 13:18:55,"2827 COLORADO,FLINT,48506",8,0
2016-02-01 13:27:15,"5621 LESLIE CT,FLINT,48504",8,0
2016-01-31 12:38:06,"1413 NEUBERT AVE,FLINT,48507",8,0
2016-01-30 12:31:29,"2013 BONBRIGHT ST,FLINT,48505",8,0
2016-01-29 13:11:06,"2602 MILBOURNE AVE,FLINT,",8,0
2016-01-29 12:41:34,"2810 NORBERT ST,FLINT,48504",8,0
2016-01-27 13:07:13,"1101 BARRIE AVE,FLINT,48507",8,0
2016-01-27 13:06:19,"905 E SEVENTH ST,FLINT,48503",8,0
2016-01-27 13:01:16,"1305 BLANCHARD AVE,FLINT,48503",8,0
2016-01-26 13:46:13,"3735 MARYLAND,FLINT,48506",8,0
2016-01-26 13:46:04,"3016 GREENLEY ST,FLINT,48503",8,0
2016-01-26 13:46:03,"802 FRANK ST,FLINT,48504",8,0
2016-01-25 13:06:33,"2002 MOUNTAIN AVE,FLINT,48503",8,0
2016-01-25 13:02:31,"813 E WELLINGTON AVE,FLINT,48503",8,0
2016-01-25 12:59:13,"2017 SLOAN STREET,FLINT,48504",8,0
2016-01-25 12:58:50,"1109 NUEBERT ST,FLINT,48507",8,0
2016-01-24 12:09:07,"1126 INGLESIDE AVE,FLINT,48507",8,0
2016-01-23 12:02:42,"3402 WHITTNEY AVE,FLINT,48503",8,0
2016-01-23 11:57:56,"2402 BARTH ST,FLINT,48505",8,0
2016-01-22 12:56:44,"3232 BENNETT,FLINT,48506",8,0
2016-01-22 12:36:06,"2719 EATON PLACE,FLINT,48506",8,0
2016-01-21 16:21:13,"2213 CORUNNA RD,FLINT,48503",8,0
2016-01-20 13:06:24,"701 W HAMILTON,FLINT,48504",8,0
2015-12-18 15:07:52,"2830 EPSILON TRAIL,FLINT,",8,0
2015-12-02 14:42:04,"620 LINCOLN,FLINT,58507",8,0
2015-11-24 15:04:06,"3113 ARIZONA AVE,FLINT,48506",8,0
2015-10-20 15:07:04,"2529 N CHEVROLET AVE,FLINT,48504",8,0
2015-10-16 08:29:52,"613 MORLEY AVE,FLINT,48503",8,0
2016-01-27 13:08:59,"3900 HAMMERBERG RD OFC,FLINT,48507",7,750
2016-02-05 13:33:46,"615 GREEN ST,FLINT,48503",7,510
2016-01-21 16:21:53,"3320 HULL AVE,FLINT,48507",7,410
2015-10-02 09:55:17,"1319 BEARD ST,FLINT,48503",7,410
2016-02-09 14:10:48,"1014 CHRISTOPHER ST,FLINT,48503",7,320
2016-01-27 13:56:26,"3148 MARTHA ROSE CT,FLINT,48504",7,320
2015-10-13 14:29:50,"2715 LAKEWOOD DR,FLINT,48507",7,300
2016-02-01 13:22:51,"514 EAST WITHERBEE ST,FLINT,48505",7,290
2016-02-12 13:01:39,"2535 WALTER,FLINT,48504",7,250
2016-01-27 13:14:28,"2007 STONEY BROOK CT,FLINT,48507",7,230
2016-01-21 13:39:47,"4039 MANNHALL AVE,FLINT,48532",7,230
2016-02-03 13:36:49,"4315 CIRCLE DR,FLINT,48507",7,220
2016-02-02 13:24:12,"4132 MENTON STREET,FLINT,48507",7,220
2016-01-25 13:01:36,"3513 LARCHMONT ST,FLINT,48503",7,220
2015-10-20 15:07:43,"3330 PARKSIDE DR,FLINT,48503",7,220
2016-01-27 13:15:51,"3207 MACKIN RD,FLINT,48504",7,210
2016-02-04 13:23:52,"3909 HERRICK ST,FLINT,48532",7,200
2015-10-02 09:55:02,"602 W STEWART,FLINT,48505",7,200
2016-02-10 14:28:23,"3301 ARLENE AVE,FLINT,48503",7,190
2016-01-28 13:07:19,"3401 WESTWOOD PKWY,FLINT,48503",7,190
2016-02-11 13:18:38,"2017 JOILET ST,FLINT,48504",7,170
2016-01-29 12:44:20,"127 W TAYLOR ST,FLINT,48505",7,170
2016-01-27 13:58:03,"912 CEDAR ST,FLINT,48503",7,170
2016-01-24 12:13:23,"1934 BARKS ST,FLINT,48503",7,170
2016-01-21 16:13:20,"2840 MILLER RD,FLINT,48503",7,170
2016-01-19 16:30:46,"3822 SENECA,FLINT,48504",7,170
2016-01-07 15:17:16,"2001 N CENTER RD APT 315,FLINT,",7,170
2016-02-01 14:32:03,"3425 MILLER RD,FLINT,48503",7,160
2016-01-22 12:38:26,"2930 CIRCLE DR,FLINT,48507",7,160
2016-02-01 13:28:23,"606 LAYFAYETTE ST,FLINT,48503",7,150
2016-01-27 13:08:49,"3900 HAMMERBERG RD OFC,FLINT,48507",7,150
2016-02-10 14:41:26,"2727 CIRCLE DR,FLINT,54857",7,140
2016-02-12 13:04:55,"2909 GIBSON ST,FLINT,48503",7,130
2016-02-02 13:18:58,"3518 BRANDON ST,FLINT,48503",7,130
2016-02-01 13:27:29,"354 ROBBIE LN,FLINT,48505",7,130
2016-01-28 13:38:52,"4225 MENTON ST,FLINT,48507",7,130
2016-01-24 12:08:04,"314 JOSEPHINE ST,FLINT,48503",7,130
2016-01-20 13:23:23,"3410 SANTA CLARA CT,FLINT,48504",7,130
2016-01-20 13:23:03,"711 VERMILYA AVE,FLINT,48507",7,130
2016-01-15 11:01:53,"416 E 4TH ST #1,,48503",7,130
2016-02-15 12:18:38,"1320 ELDORADO DR,FLINT,48504",7,120
2016-02-07 11:44:38,"1202 INGLESIDE AVE,FLINT,48507",7,120
2016-02-05 13:10:23,"4741 BIRCHCREST DR,FLINT,48504",7,120
2016-02-04 13:14:20,"1510 TACOMA ST,FLINT,48503",7,120
2016-01-27 13:10:48,"3131 LEITH ST,FLINT,48506",7,120
2016-01-27 13:10:34,"3900 HAMMERBERG RD #220,FLINT,48505",7,120
2016-02-02 14:02:04,"310 E PATERSON,FLINT,48505",7,110
2016-01-21 16:00:36,"3031 WESTWOOD PKWY,FLINT,48503",7,110
2016-02-10 14:13:08,"2506 ILLINOIS AVE,FLINT,48506",7,100
2016-02-08 13:29:06,"1508 ARROW LN,FLINT,48507",7,100
2016-02-02 13:31:17,"616 E ATHERTON RD,FLINT,48507",7,100
2016-01-25 13:05:33,"512 LAYFATTE,FLINT,48503",7,100
2016-02-03 13:39:07,"416 SPENCER ST,FLINT,48505",7,90
2016-02-02 14:01:22,"806 W JACKSON AVE,FLINT,48504",7,90
2016-02-01 14:32:05,"3528 CRAIG DR,FLINT,48506",7,90
2016-01-27 13:56:41,"3419 BRIMFIELD DR (DOWNSTAIRS),FLINT,48503",7,90
2016-01-19 16:30:29,"901 BLANCHARD,FLINT,48503",7,90
